Citizen ID,mvar_1,mvar_2,mvar_3,mvar_4,mvar_5,mvar_6,mvar_7,mvar_8,mvar_9,mvar_10,mvar_11,mvar_12,mvar_13,mvar_14,mvar_15,mvar_16,mvar_17,mvar_18,mvar_19,mvar_20,mvar_21,mvar_22,mvar_23,mvar_24,mvar_25,mvar_26,mvar_27,mvar_28,mvar_29,mvar_30
C57252,COSMOS,$23 ,$86 ,$25 ,$45 ,$164 ,1,4,0,90,2,Others,3,2,18-24,0,1,4,30,0.7,3,primary,,,,8,18,10,,
C57253,EBONY,$10 ,$42 ,$25 ,$64 ,$120 ,0,7,0,80,26,Others,3,3,55+,1,0,1,46,0.6,3,primary,,,,,0,,,
C57254,TOKUGAWA,$10 ,$38 ,$81 ,$49 ,$123 ,0,4,4,8,5,Others,3,2,25-35,0,0,1,30,0.4,4,primary,2,,1,,3,,,
C57255,COSMOS,$10 ,$26 ,$25 ,$40 ,$124 ,0,1,0,47,0,Others,3,4,45-55,1,1,4,10,0.7,4,MBA,1,,,4,9,4,,
C57256,CENTAUR,$75 ,"$1,688 ",$541 ,$45 ,$382 ,2,37,6,320,6,Others,3,2,45-55,1,1,2,23,0.8,3,primary,,,,,0,,,
C57257,ODYSSEY,$10 ,$166 ,$25 ,$49 ,$210 ,0,46,0,99,11,Others,3,2,25-35,1,0,1,9,0.3,2,primary,1,,,7,30,22,,
C57258,CENTAUR,$303 ,$53 ,$30 ,$40 ,$975 ,5,8,3,46,0,Others,3,3,55+,0,1,2,29,0.4,4,primary,3,,,,7,4,,
C57259,CENTAUR,"$3,213 ","$1,798 ",$609 ,$67 ,"$3,158 ",45,50,9,149,3,Others,3,4,18-24,0,1,3,2,0.9,3,MBA,1,,,,1,,,
C57260,COSMOS,$10 ,$78 ,$180 ,$50 ,$140 ,0,3,5,51,4,Others,3,2,25-35,0,1,3,33,0.4,2,primary,,,,3,7,4,,
C57261,TOKUGAWA,$216 ,$78 ,$25 ,$40 ,$117 ,2,5,0,8,0,Others,3,3,35-45,0,0,1,50,1,4,primary,10,,2,,12,,,
C57262,CENTAUR,"$3,205 ",$884 ,$845 ,$52 ,$293 ,34,40,33,31,1,Others,3,2,45-55,0,1,1,47,0.6,1,primary,9,,,,13,4,,
C57263,CENTAUR,$16 ,$166 ,$30 ,$40 ,$126 ,3,14,3,59,0,Others,3,4,45-55,1,0,2,18,1,5,primary,2,,,,2,,,
C57264,CENTAUR,$80 ,$15 ,$25 ,$40 ,$100 ,10,0,0,0,0,Others,3,2,45-55,1,1,1,2,0.2,3,MBA,,,,,0,,,
C57265,ODYSSEY,$10 ,$137 ,$160 ,$44 ,$151 ,0,9,2,129,4,Others,3,4,45-55,0,0,5,27,0.4,2,primary,1,,,23,46,22,,
C57266,CENTAUR,$157 ,$398 ,$94 ,$40 ,$265 ,2,22,10,28,0,Others,3,4,25-35,1,0,2,31,0.7,1,primary,2,,,,2,,,
C57267,COSMOS,$10 ,$113 ,$85 ,$40 ,$162 ,0,7,4,38,0,Others,3,4,55+,0,1,2,32,0.5,1,MBA,,,,1,3,2,,
C57268,COSMOS,$10 ,$399 ,$25 ,$78 ,$159 ,0,66,0,113,16,Others,3,3,35-45,1,1,0,48,0.6,2,primary,,,,1,1,,,
C57269,ODYSSEY,$45 ,$59 ,$47 ,$50 ,$171 ,1,2,3,97,4,Others,3,2,35-45,1,0,4,35,0.9,3,MBA,,,,1,1,,,
C57270,COSMOS,$124 ,$79 ,$215 ,$54 ,$268 ,1,8,3,190,8,Others,3,3,45-55,0,1,4,22,0.7,1,primary,5,,,2,7,,,
C57271,CENTAUR,$597 ,"$2,596 ",$374 ,$70 ,$375 ,9,72,21,139,7,Others,3,4,18-24,0,0,3,38,0.6,4,MBA,5,,1,,6,,,
C57272,ODYSSEY,$566 ,$667 ,$103 ,$46 ,$102 ,8,13,3,2,1,Others,3,3,45-55,0,1,0,35,0.9,3,MBA,11,,,,11,,,
C57273,CENTAUR,$381 ,$862 ,$344 ,$40 ,$116 ,16,52,9,25,0,Others,3,4,25-35,0,1,5,41,0.5,1,primary,,,,,0,,,
C57274,CENTAUR,$202 ,$284 ,$25 ,$117 ,$142 ,9,98,0,112,39,Others,3,2,18-24,1,0,1,1,0.8,1,primary,1,,,,1,,,
C57275,COSMOS,$193 ,$111 ,$63 ,$40 ,$110 ,5,13,3,11,0,Others,3,4,25-35,0,0,3,37,0.5,4,primary,,,,1,5,4,,
C57276,TOKUGAWA,$10 ,$218 ,$226 ,$41 ,$118 ,0,17,10,25,1,Others,3,2,25-35,0,0,4,25,0.4,4,primary,5,,1,,6,,,
C57277,TOKUGAWA,$10 ,$662 ,$32 ,$117 ,$245 ,0,121,12,308,26,Others,3,3,45-55,1,0,1,44,0.9,5,primary,,,,6,17,11,,
C57278,TOKUGAWA,$160 ,$645 ,$275 ,$42 ,$112 ,3,38,10,34,3,Others,3,3,35-45,1,1,0,29,0.8,4,primary,4,,,,4,,,
C57279,CENTAUR,"$1,840 ","$3,411 ",$659 ,$205 ,$830 ,51,196,29,438,47,Others,3,2,35-45,0,1,5,14,0.7,3,MBA,3,,,,3,,,
C57280,COSMOS,$10 ,$92 ,$25 ,$40 ,$130 ,0,6,0,8,0,Others,3,3,35-45,1,0,2,48,0.3,3,primary,,,,2,5,3,,
C57281,CENTAUR,$10 ,$169 ,$41 ,$45 ,$176 ,0,23,2,110,3,Others,3,5,25-35,1,1,1,17,0.8,3,primary,1,,,,1,,,
C57282,CENTAUR,"$1,112 ","$1,777 ",$345 ,$70 ,$223 ,14,279,13,189,18,Others,3,5,35-45,1,0,3,35,0.2,4,primary,,,,12,25,13,,
C57283,EBONY,$685 ,$694 ,$29 ,$72 ,$234 ,22,122,2,178,12,Others,3,2,45-55,0,1,4,40,0.9,4,primary,1,,,7,19,11,,
C57284,CENTAUR,$379 ,"$1,039 ",$619 ,$47 ,$218 ,14,60,11,49,1,Others,3,2,45-55,1,1,4,20,0.4,3,primary,5,,,2,7,,,
C57285,ODYSSEY,$10 ,$37 ,$117 ,$104 ,$146 ,0,3,3,79,32,Others,3,5,45-55,0,0,1,14,0.7,2,primary,25,,,6,73,42,,
C57286,COSMOS,$10 ,$83 ,$25 ,$48 ,$146 ,0,4,0,24,3,Others,3,3,18-24,0,0,1,16,0.1,3,primary,,,,6,21,15,,
C57287,TOKUGAWA,$10 ,$123 ,$26 ,$53 ,$185 ,0,13,1,191,8,Others,3,5,25-35,1,1,2,11,0.7,3,primary,,,,,2,2,,
C57288,TOKUGAWA,$300 ,$287 ,$34 ,$96 ,$237 ,7,85,3,324,38,Others,3,3,25-35,1,0,1,12,0.7,1,primary,1,,,,6,5,,
C57289,CENTAUR,$78 ,$973 ,$64 ,$82 ,$170 ,1,209,3,255,51,Others,3,3,35-45,0,1,2,42,0.6,4,primary,2,,,,4,2,,
C57290,COSMOS,$567 ,"$1,300 ",$251 ,$81 ,$235 ,4,144,7,263,18,Others,3,4,25-35,0,0,4,47,0.5,4,primary,25,,,23,136,88,,
C57291,TOKUGAWA,"$4,512 ","$2,500 ","$2,077 ",$44 ,$136 ,31,222,43,101,3,Others,3,2,35-45,1,1,3,12,0.8,4,primary,,,2,5,22,15,,
C57292,EBONY,$10 ,$409 ,$70 ,$40 ,$109 ,0,28,3,12,1,Others,3,3,45-55,0,1,0,8,0.9,4,primary,,,,4,13,9,,
C57293,TOKUGAWA,$382 ,$716 ,$44 ,$95 ,$220 ,23,115,4,245,23,Others,3,2,25-35,1,1,0,5,0.3,4,primary,1,,,4,7,2,,
C57294,CENTAUR,"$1,608 ","$1,307 ",$774 ,$78 ,$545 ,34,120,19,360,14,Others,3,5,25-35,0,1,2,17,0.3,1,primary,12,,,,12,,,
C57295,TOKUGAWA,$838 ,$285 ,$195 ,$46 ,$496 ,16,20,4,78,4,Others,3,3,18-24,1,0,3,16,0.3,3,primary,5,,,,5,,,
C57296,CENTAUR,$394 ,"$1,944 ",$118 ,$128 ,$472 ,6,367,3,651,31,Others,3,3,35-45,0,1,4,7,0.3,1,primary,2,,,,2,,,
C57297,CENTAUR,$564 ,$794 ,$25 ,$56 ,$279 ,10,18,0,96,6,Others,3,3,55+,1,1,1,41,1,3,primary,8,,,2,10,,,
C57298,CENTAUR,$141 ,"$1,300 ",$237 ,$47 ,$190 ,4,83,5,91,3,Others,3,5,45-55,0,0,4,11,0.6,3,primary,4,,,,4,,,
C57299,EBONY,$27 ,$802 ,$48 ,$74 ,$166 ,3,36,2,69,10,Others,3,2,45-55,0,1,1,23,0.5,5,primary,,,,1,5,4,,
C57300,COSMOS,$27 ,$901 ,$89 ,$45 ,$191 ,4,202,5,161,5,Others,3,2,35-45,0,0,1,16,0.3,4,primary,,,,,10,10,,
C57301,EBONY,$10 ,$15 ,$25 ,$40 ,$112 ,0,0,0,17,0,Others,3,2,25-35,1,0,5,9,0.2,3,professiol,,,,2,4,2,,
C57302,CENTAUR,$94 ,$926 ,$366 ,$62 ,$178 ,1,59,18,217,16,Others,3,2,35-45,1,0,4,32,1,3,primary,2,,,,2,,,
C57303,COSMOS,$374 ,"$1,641 ",$301 ,$114 ,$366 ,13,130,19,373,27,Others,3,3,45-55,1,1,0,35,0.6,4,primary,,,,4,6,2,,
C57304,CENTAUR,$424 ,$371 ,$40 ,$40 ,$281 ,2,10,1,103,0,Others,3,2,45-55,1,1,4,29,1,5,primary,,,,,0,,,
C57305,COSMOS,$262 ,$402 ,$470 ,$55 ,$175 ,4,20,11,159,9,Others,3,2,25-35,1,1,3,21,0.2,3,primary,,,,1,5,4,,
C57306,CENTAUR,$10 ,$127 ,$629 ,$45 ,$113 ,2,6,2,21,3,Others,3,4,45-55,1,1,1,44,0.5,3,primary,1,,,2,3,,,
C57307,CENTAUR,$632 ,"$2,445 ","$1,105 ",$94 ,$321 ,11,91,34,198,11,Others,3,1,45-55,1,0,5,47,0.3,4,primary,4,,,,4,,,
C57308,COSMOS,$62 ,$144 ,$81 ,$63 ,$173 ,2,18,6,191,6,Others,3,4,18-24,0,0,3,36,0.5,4,primary,,,,1,3,2,,
C57309,EBONY,$10 ,$66 ,$25 ,$42 ,$108 ,0,3,0,5,1,Others,3,2,25-35,0,1,0,40,0.9,1,primary,,,,3,13,10,,
C57310,TOKUGAWA,"$1,101 ",$574 ,$727 ,$40 ,$106 ,18,19,10,10,0,Others,3,3,25-35,0,1,1,31,1,2,primary,1,,,,1,,,
C57311,ODYSSEY,$10 ,$39 ,$25 ,$40 ,$119 ,0,2,0,68,0,Others,3,4,25-35,0,0,1,21,0.2,1,primary,25,,,7,81,49,,
C57312,COSMOS,$278 ,$203 ,$25 ,$79 ,$325 ,6,6,0,46,11,Others,3,5,35-45,0,1,1,9,0.2,2,primary,,,,3,7,4,,
C57313,COSMOS,$10 ,$29 ,$25 ,$45 ,$110 ,0,1,0,20,1,Others,3,2,25-35,1,1,2,17,0.4,2,primary,,1,,13,18,4,,
C57314,CENTAUR,$90 ,$399 ,$133 ,$44 ,$185 ,3,21,3,169,3,Others,3,5,35-45,0,1,0,29,0.7,1,primary,5,,,1,6,,,
C57315,EBONY,$10 ,"$1,506 ",$64 ,$72 ,$182 ,0,114,5,98,9,Others,3,4,35-45,1,1,0,7,0.8,3,MBA,5,,,11,17,1,,
C57316,ODYSSEY,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Others,3,4,45-55,1,0,4,28,0.2,1,primary,25,,,32,80,23,,
C57317,EBONY,$10 ,$27 ,$31 ,$40 ,$120 ,0,2,1,36,0,Others,3,1,55+,1,0,1,46,0.3,3,primary,,,,3,7,4,,
C57318,CENTAUR,$72 ,$285 ,$271 ,$44 ,$130 ,7,32,4,81,5,Others,3,3,25-35,0,1,3,37,0.5,2,primary,9,,2,,11,,,
C57319,COSMOS,$10 ,$400 ,$25 ,$55 ,$195 ,0,33,0,189,5,Others,3,3,18-24,0,1,1,22,0.5,4,primary,,,,8,16,8,,
C57320,COSMOS,$10 ,$15 ,$25 ,$40 ,$408 ,0,0,0,29,0,Others,3,3,25-35,0,0,1,22,0.6,4,MBA,,,,3,9,6,,
C57321,CENTAUR,"$1,419 ","$3,586 ",$773 ,$944 ,"$3,020 ",22,142,16,549,31,Others,3,4,35-45,1,0,2,20,0.4,2,primary,4,,,,11,7,,
C57322,CENTAUR,$234 ,"$1,033 ",$110 ,$81 ,$222 ,11,82,7,275,26,Others,3,5,25-35,1,1,5,18,0.9,2,MBA,2,,,,2,,,
C57323,EBONY,$10 ,$143 ,$25 ,$46 ,$110 ,0,25,0,22,8,Others,3,3,45-55,0,0,1,29,0.6,3,primary,,,,1,3,2,,
C57324,CENTAUR,$143 ,$290 ,$469 ,$40 ,$142 ,6,26,3,89,0,Others,3,3,25-35,0,1,3,23,0.5,2,primary,2,,,,2,,,
C57325,CENTAUR,$211 ,$639 ,$28 ,$40 ,$117 ,5,65,1,34,0,Others,3,3,18-24,0,0,4,24,0.7,4,primary,3,,,4,10,3,,
C57326,CENTAUR,$529 ,"$1,247 ",$394 ,$40 ,$355 ,9,21,6,125,0,Others,3,1,55+,1,1,4,23,0.4,4,primary,,,,,0,,,
C57327,COSMOS,$186 ,"$1,921 ",$200 ,$40 ,$295 ,5,324,6,143,0,Others,3,2,25-35,0,0,4,2,1,4,MBA,,,,,0,,,
C57328,CENTAUR,$147 ,$751 ,$56 ,$41 ,$160 ,8,67,6,61,1,Others,3,3,35-45,1,0,0,22,0.2,4,primary,1,,,,1,,,
C57329,CENTAUR,$290 ,"$1,462 ",$823 ,$40 ,$151 ,2,26,22,8,0,Others,3,2,35-45,1,0,1,48,0.2,4,primary,,,,,0,,,
C57330,EBONY,$10 ,$995 ,$69 ,$107 ,$243 ,0,67,3,240,24,Others,3,4,45-55,0,1,4,41,0.4,4,primary,4,,,6,20,10,,
C57331,ODYSSEY,$10 ,$79 ,$25 ,$43 ,$110 ,0,10,0,38,4,Others,3,2,18-24,1,0,3,14,0.5,3,primary,,,,7,20,13,,
C57332,COSMOS,$10 ,$433 ,$25 ,$63 ,$156 ,0,29,0,40,6,Others,3,4,35-45,1,0,2,32,0.4,4,primary,1,,,1,4,2,,
C57333,CENTAUR,"$2,047 ","$2,012 ","$1,047 ",$40 ,$123 ,20,135,43,41,0,Others,3,3,25-35,1,0,2,46,0.2,4,primary,7,,,,7,,,
C57334,CENTAUR,"$1,223 ","$1,852 ",$286 ,$40 ,$220 ,5,80,4,113,0,Others,3,4,45-55,1,0,1,8,0.4,1,primary,4,,,,4,,,
C57335,CENTAUR,$70 ,$378 ,$37 ,$63 ,$380 ,1,33,1,74,8,Others,3,2,55+,0,0,3,28,0.2,5,primary,21,,,,22,1,,
C57336,COSMOS,"$1,146 ","$1,145 ",$720 ,$150 ,$407 ,12,33,24,229,21,Others,3,4,45-55,1,0,5,35,0.7,4,primary,5,,,21,41,15,,
C57337,CENTAUR,"$1,978 ","$2,211 ",$374 ,$50 ,$274 ,57,116,23,141,6,Others,3,2,45-55,0,1,0,45,0.6,4,primary,6,,,,6,,,
C57338,EBONY,$10 ,$15 ,$25 ,$40 ,$109 ,0,0,0,9,0,Others,3,4,45-55,1,1,2,44,0.6,4,primary,,,,9,16,7,,
C57339,CENTAUR,$501 ,"$2,274 ",$685 ,$42 ,$456 ,11,144,22,246,3,Others,3,3,45-55,0,1,0,16,0.7,2,primary,,,,,0,,,
C57340,COSMOS,$10 ,$50 ,$25 ,$47 ,$120 ,0,8,0,47,3,Others,3,5,45-55,1,1,2,49,0.7,1,primary,,,,4,6,2,,
C57341,CENTAUR,$178 ,$637 ,$33 ,$42 ,$103 ,2,54,2,13,1,Others,3,5,35-45,0,1,4,15,0.1,1,primary,,,,1,1,,,
C57342,COSMOS,"$26,081 ","$14,219 ","$16,504 ",$604 ,"$2,676 ",316,807,182,1898,68,Others,3,4,45-55,1,1,1,29,0.7,2,primary,,,,,0,,,
C57343,CENTAUR,$986 ,$954 ,$130 ,$45 ,$196 ,1,106,2,89,1,Others,3,2,45-55,1,1,3,5,0.8,2,primary,10,,,1,15,4,,
C57344,CENTAUR,$262 ,$909 ,$836 ,$40 ,$184 ,4,26,6,50,0,Others,3,2,55+,0,1,0,29,0.6,4,primary,8,,,,8,,,
C57345,EBONY,$10 ,$15 ,$25 ,$40 ,$102 ,0,0,0,3,0,Others,3,3,35-45,1,0,3,3,0.5,1,primary,,,,1,3,2,,
C57346,COSMOS,$10 ,$221 ,$25 ,$50 ,$237 ,0,10,0,91,1,Others,3,2,55+,0,0,4,34,0.2,1,primary,,,,5,14,9,,
C57347,ODYSSEY,$540 ,"$1,974 ",$757 ,$69 ,$520 ,13,126,46,306,8,Others,3,3,25-35,1,0,3,31,0.7,4,primary,25,,,12,64,27,,
C57348,TOKUGAWA,$269 ,$352 ,$108 ,$69 ,$220 ,11,23,3,158,6,Others,3,4,35-45,0,1,3,16,0.5,2,primary,3,,1,,4,,,
C57349,TOKUGAWA,$206 ,$136 ,$217 ,$43 ,$122 ,7,8,10,76,1,Others,3,2,45-55,1,0,4,39,0.3,1,primary,2,,,16,36,18,,
C57350,CENTAUR,$292 ,$53 ,$148 ,$40 ,$120 ,4,4,3,4,0,Others,3,3,55+,1,1,1,27,0.6,5,MBA,,,,,0,,,
C57351,COSMOS,$10 ,$15 ,$25 ,$58 ,$119 ,0,0,0,31,2,Others,3,3,25-35,1,0,3,6,0.7,3,MBA,,,,2,4,2,,
C57352,CENTAUR,$10 ,$274 ,$80 ,$42 ,$157 ,1,32,4,70,1,Others,3,4,18-24,0,1,2,40,0.1,2,primary,,,,1,4,3,,
C57353,CENTAUR,$522 ,$33 ,$27 ,$44 ,$134 ,7,1,1,23,6,Others,3,5,45-55,0,0,2,3,0.3,3,primary,5,,,,5,,,
C57354,TOKUGAWA,$249 ,$60 ,$320 ,$46 ,$114 ,6,2,9,29,1,Others,3,5,35-45,0,1,0,43,0.5,2,primary,2,,,3,10,5,,
C57355,COSMOS,$10 ,$52 ,$33 ,$40 ,$178 ,0,2,1,113,1,Others,3,4,45-55,0,1,2,10,0.1,2,MBA,,,,5,12,7,,
C57356,CENTAUR,"$1,010 ","$1,698 ","$1,005 ",$54 ,$252 ,16,75,31,111,3,Others,3,5,18-24,0,0,4,25,0.6,4,primary,,,,,0,,,
C57357,EBONY,$10 ,$43 ,$25 ,$43 ,$118 ,0,1,0,53,1,Others,3,3,25-35,1,0,3,22,0.7,5,primary,,,,5,13,8,,
C57358,ODYSSEY,$10 ,$808 ,$315 ,$65 ,$276 ,0,37,3,268,13,Others,3,3,45-55,0,1,1,7,0.2,4,MBA,1,,,2,13,10,,
C57359,CENTAUR,$241 ,$208 ,$25 ,$53 ,$146 ,9,5,0,111,8,Others,3,2,25-35,1,1,2,21,0.3,3,primary,12,,,1,14,1,,
C57360,ODYSSEY,$10 ,$108 ,$273 ,$246 ,$782 ,2,11,9,187,2,Others,3,2,45-55,0,1,2,40,0.4,3,primary,,,,4,13,9,,
C57361,CENTAUR,"$1,111 ",$229 ,$432 ,$43 ,$121 ,25,29,24,29,2,Others,3,1,25-35,0,0,1,4,1,4,MBA,1,,,,1,,,
C57362,COSMOS,$10 ,$17 ,$114 ,$40 ,$162 ,0,1,9,20,0,Others,3,3,55+,1,1,4,43,0.4,4,primary,,,,3,5,2,,
C57363,TOKUGAWA,$10 ,$269 ,$133 ,$45 ,$203 ,0,39,3,28,2,Others,3,4,45-55,0,0,4,11,0.6,4,MBA,1,,,1,3,1,,
C57364,TOKUGAWA,"$3,341 ",$743 ,$499 ,$40 ,$101 ,19,36,15,13,0,Others,3,1,25-35,0,1,4,23,0.5,2,primary,14,,5,,19,,,
C57365,COSMOS,$47 ,$630 ,$25 ,$106 ,$168 ,1,112,0,307,49,Others,3,1,35-45,1,1,0,3,0.5,4,primary,2,,,11,28,15,,
C57366,COSMOS,$10 ,$535 ,$31 ,$90 ,$142 ,0,45,1,62,11,Others,3,2,45-55,0,1,3,15,0.3,2,primary,,,,14,29,15,,
C57367,TOKUGAWA,$600 ,$15 ,$25 ,$40 ,$100 ,2,0,0,1,0,Others,3,4,18-24,1,1,1,42,0.6,1,primary,4,,,,4,,,
C57368,COSMOS,"$2,048 ","$2,743 ",$602 ,$60 ,$437 ,38,56,22,410,3,Others,3,4,45-55,1,1,3,12,1,3,primary,25,,,20,72,27,,
C57369,CENTAUR,$16 ,$637 ,$25 ,$40 ,$167 ,3,23,0,180,1,Others,3,5,18-24,1,1,1,18,0.1,3,primary,2,,,1,3,,,
C57370,COSMOS,$419 ,"$1,406 ",$589 ,$53 ,$150 ,11,88,6,111,6,Others,3,3,25-35,0,1,4,10,0.5,1,primary,,,,6,10,4,,
C57371,ODYSSEY,$669 ,$117 ,$230 ,$71 ,$165 ,6,9,8,141,9,Others,3,1,45-55,0,1,4,36,0.5,2,primary,,,,6,20,14,,
C57372,ODYSSEY,$10 ,$15 ,$25 ,$40 ,$104 ,0,0,0,5,0,Others,3,4,45-55,1,1,0,31,0.8,5,primary,,,,5,15,10,,
C57373,COSMOS,$10 ,$15 ,$25 ,$43 ,$118 ,0,0,0,23,2,Others,3,4,55+,0,0,2,12,0.6,2,primary,1,,,5,10,4,,
C57374,EBONY,$56 ,$320 ,$88 ,$55 ,$138 ,9,21,5,44,4,Others,3,2,35-45,0,1,4,41,0.9,5,primary,1,,,6,12,5,,
C57375,CENTAUR,$10 ,"$4,571 ",$385 ,$43 ,$512 ,0,149,7,297,2,Others,3,3,18-24,1,1,5,17,0.3,5,primary,11,,,,12,1,,
C57376,EBONY,$232 ,$683 ,$102 ,$45 ,$127 ,12,39,10,55,1,Others,3,2,55+,1,0,3,42,0.2,2,primary,14,,,3,19,2,,
C57377,ODYSSEY,$257 ,$15 ,$342 ,$44 ,$126 ,2,0,1,63,1,Others,3,1,45-55,1,1,2,6,0.2,4,primary,,,,2,2,,,
C57378,EBONY,$10 ,$227 ,$103 ,$113 ,$198 ,0,20,3,89,12,Others,3,3,45-55,1,1,2,10,0.7,3,primary,,,,2,7,5,,
C57379,COSMOS,$10 ,$15 ,$25 ,$43 ,$100 ,0,0,0,0,2,Others,3,1,55+,1,0,4,32,0.7,2,primary,,,,3,7,4,,
C57380,COSMOS,$10 ,$462 ,$25 ,$57 ,$151 ,0,77,0,69,7,Others,3,2,35-45,1,0,0,29,0.8,3,MBA,,,,16,21,5,,
C57381,COSMOS,"$1,170 ",$234 ,$429 ,$40 ,$115 ,13,43,8,57,0,Others,3,1,45-55,0,1,3,45,0.5,1,primary,,,,1,1,,,
C57382,ODYSSEY,"$4,425 ","$1,737 ",$333 ,$61 ,$608 ,68,45,9,341,2,Others,3,4,25-35,1,1,2,30,0.7,1,primary,,,,,5,5,,
C57383,EBONY,$118 ,$208 ,$117 ,$40 ,$114 ,1,5,2,32,0,Others,3,2,25-35,1,0,1,20,0.4,3,primary,,,,2,4,2,,
C57384,COSMOS,$10 ,$302 ,$25 ,$43 ,$194 ,0,35,0,108,2,Others,3,1,25-35,0,0,3,14,0.6,3,primary,,,,5,12,7,,
C57385,TOKUGAWA,$145 ,$221 ,$131 ,$46 ,$124 ,6,19,6,61,2,Others,3,1,45-55,0,0,4,49,0.5,3,primary,1,,,,1,,,
C57386,TOKUGAWA,$272 ,"$1,176 ",$172 ,$57 ,$216 ,5,77,10,70,9,Others,3,5,35-45,1,0,4,44,0.6,1,primary,,,,3,13,10,,
C57387,ODYSSEY,$528 ,$451 ,$108 ,$52 ,$153 ,16,37,4,61,8,Others,3,4,55+,0,0,3,7,0.8,3,primary,3,,,10,27,14,,
C57388,CENTAUR,$632 ,"$1,078 ",$273 ,$76 ,$237 ,27,83,19,158,4,Others,3,4,55+,0,1,2,33,0.4,2,primary,4,,,,4,,,
C57389,EBONY,$10 ,$125 ,$25 ,$44 ,$133 ,0,10,0,34,1,Others,3,5,35-45,0,0,1,21,0.6,3,primary,,,,5,18,13,,
C57390,TOKUGAWA,$91 ,$280 ,$37 ,$240 ,$122 ,2,19,2,59,139,Others,3,1,45-55,0,0,2,40,0.8,1,MBA,4,,,,4,,,
C57391,COSMOS,$63 ,$42 ,$25 ,$84 ,$117 ,1,9,0,72,13,Others,3,1,35-45,1,1,4,32,0.1,3,primary,,,,1,5,4,,
C57392,CENTAUR,$12 ,$51 ,$73 ,$40 ,$165 ,1,2,2,117,0,Others,3,4,45-55,0,0,1,9,0.4,4,primary,1,,,,1,,,
C57393,CENTAUR,$10 ,$502 ,$25 ,$42 ,$179 ,0,12,0,78,3,Others,3,4,18-24,1,1,4,5,0.4,4,MBA,2,,,,2,,,
C57394,COSMOS,$104 ,$103 ,$25 ,$42 ,$128 ,1,9,0,49,1,Others,3,1,18-24,0,0,1,5,0.7,4,primary,,,,3,6,3,,
C57395,COSMOS,$10 ,$31 ,$25 ,$45 ,$172 ,0,2,0,140,4,Others,3,4,18-24,1,0,5,20,0.7,2,primary,,,,1,3,2,,
C57396,CENTAUR,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Others,3,4,35-45,0,1,3,11,0.4,3,primary,4,,1,1,6,,,
C57397,TOKUGAWA,$193 ,$144 ,$110 ,$40 ,$119 ,13,20,3,38,0,Others,3,4,35-45,1,0,3,46,0.7,3,primary,2,,,,7,5,,
C57398,CENTAUR,$139 ,$282 ,$25 ,$44 ,$292 ,1,21,0,90,2,Others,3,3,45-55,0,0,4,29,0.5,4,primary,1,,,,1,,,
C57399,CENTAUR,$360 ,$476 ,$35 ,$79 ,$254 ,8,38,2,114,9,Others,3,2,35-45,1,0,4,32,0.2,1,primary,6,,,,6,,,
C57400,EBONY,$10 ,$15 ,$25 ,$41 ,$105 ,0,0,0,7,1,Others,3,1,55+,0,0,4,45,0.2,2,primary,,1,,2,5,2,,
C57401,CENTAUR,"$2,548 ","$7,214 ","$1,659 ",$95 ,$255 ,47,171,16,212,4,Others,3,3,18-24,0,1,4,24,0.9,4,primary,,,,,0,,,
C57402,EBONY,$10 ,$15 ,$25 ,$42 ,$134 ,0,0,0,37,1,Others,3,3,45-55,0,0,1,19,0.8,4,primary,,,,7,13,6,,
C57403,COSMOS,$12 ,"$2,432 ",$537 ,$88 ,$280 ,1,234,17,313,32,Others,3,3,45-55,0,1,2,45,0.1,5,primary,1,,,6,9,2,,
C57404,CENTAUR,$429 ,$426 ,$252 ,$40 ,$146 ,7,21,5,40,0,Others,3,3,35-45,1,1,0,18,0.5,3,primary,6,,,,6,,,
C57405,ODYSSEY,"$1,754 ",$769 ,$178 ,$133 ,$300 ,32,212,9,233,38,Others,3,4,45-55,0,0,2,2,0.3,4,primary,25,4,,4,82,49,,
C57406,CENTAUR,$10 ,$298 ,$28 ,$68 ,$198 ,0,28,1,102,16,Others,3,1,45-55,1,1,1,46,1,3,primary,10,,1,17,48,20,,
C57407,ODYSSEY,"$1,464 ","$6,791 ","$1,059 ",$66 ,$593 ,18,72,40,124,5,Others,3,2,55+,0,1,5,16,0.7,2,primary,,,,,0,,,
C57408,CENTAUR,$394 ,"$1,787 ",$28 ,$44 ,$288 ,13,188,3,242,1,Others,3,4,35-45,1,1,4,7,0.7,3,primary,8,,,,8,,,
C57409,CENTAUR,$10 ,$185 ,$60 ,$135 ,$119 ,0,7,2,34,20,Others,3,4,45-55,0,0,5,43,0.2,4,primary,1,,,,1,,,
C57410,COSMOS,$331 ,$750 ,$482 ,$88 ,$193 ,10,22,19,101,19,Others,3,2,45-55,0,1,0,14,0.6,3,MBA,1,,,2,5,2,,
C57411,COSMOS,$96 ,$131 ,$71 ,$41 ,$118 ,2,4,1,17,1,Others,3,2,25-35,1,0,1,6,0.1,3,primary,,,,1,3,2,,
C57412,TOKUGAWA,$150 ,$82 ,$41 ,$40 ,$112 ,5,9,2,1,0,Others,3,4,55+,1,0,1,3,0.8,1,primary,,,,,0,,,
